id,name,name_en,aliases
100101,ヒヨリ,Hiyori,[]
100201,ユイ,Yui,[]
100301,レイ,Rei,[]
100401,ミソギ,Misogi,[]
100501,マツリ,Matsuri,[]
100601,アカリ,Akari,[]
100701,ミヤコ,Miyako,[]
100801,ユキ,Yuki,[]
100901,アンナ,Anna,[]
101001,マホ,Maho,[]
101101,リノ,Rino,[]
101201,ハツネ,Hatsune,[]
101301,ナナカ,Nanaka,[]
101401,カスミ,Kasumi,[]
101501,ミサト,Misato,[]
101601,スズナ,Suzuna,[]
101701,カオリ,Kaori,[]
101801,イオ,Io,[]
102001,ミミ,Mimi,[]
102101,クルミ,Kurumi,[]
102201,ヨリ,Yori,[]
102301,アヤネ,Ayane,[]
102501,スズメ,Suzume,[]
102601,リン,Rin,[]
102701,エリコ,Eriko,[]
102801,サレン,Saren,[]
102901,ノゾミ,Nozomi,[]
103001,ニノン,Ninon,[]
103101,シノブ,Shinobu,[]
103201,アキノ,Akino,[]
103301,マヒル,Mahiru,[]
103401,ユカリ,Yukari,[]
103601,キョウカ,Kyouka,[]
103701,トモ,Tomo,[]
103801,シオリ,Shiori,[]
104001,アオイ,Aoi,[]
104201,チカ,Chika,[]
104301,マコト,Makoto,[]
104401,イリヤ,Illya,[]
104501,クウカ,Kuuka,[]
104601,タマキ,Tamaki,[]
104701,ジュン,Jun,[]
104801,ミフユ,Mifuyu,[]
104901,シズル,Shizuru,[]
105001,ミサキ,Misaki,[]
105101,ミツキ,Mitsuki,[]
105201,リマ,Lima,[]
105301,モニカ,Monika,[]
105401,ツムギ,Tsumugi,[]
105501,アユミ,Ayumi,[]
105601,ルカ,Ruka,[]
105701,ジータ,Djeeta,[]
105801,ペコリーヌ,Pecorine,[]
105901,コッコロ,Kokkoro,[]
106001,キャル,Kyaru,[]
106101,ムイミ,Muimi,[]
106301,アリサ,Arisa,[]
106401,シェフィ,Sheffy,[]
106501,カヤ,Kaya,[]
106601,イノリ,Inori,[]
106701,ホマレ,Homare,[]
106801,ラビリスタ,Labyrista,[]
106901,カイザーインサイト,Kaiser Insight,[]
107001,ネネカ,Neneka,[]
107101,クリスティーナ,Christina,[]
107501,ペコリーヌ（サマー）,Pecorine (Summer),"[""ペコリーヌ""]"
107601,コッコロ（サマー）,Kokkoro (Summer),"[""コッコロ""]"
107701,スズメ（サマー）,Suzume (Summer),"[""スズメ""]"
107801,キャル（サマー）,Kyaru (Summer),"[""キャル""]"
107901,タマキ（サマー）,Tamaki (Summer),"[""タマキ""]"
108001,ミフユ（サマー）,Mifuyu (Summer),"[""ミフユ""]"
108101,シノブ（ハロウィン）,Shinobu (Halloween),"[""シノブ""]"
108201,ミヤコ（ハロウィン）,Miyako (Halloween),"[""ミヤコ""]"
108301,ミサキ（ハロウィン）,Misaki (Halloween),"[""ミサキ""]"
108401,チカ（クリスマス）,Chika (Christmas),"[""チカ""]"
108501,クルミ（クリスマス）,Kurumi (Christmas),"[""クルミ""]"
108601,アヤネ（クリスマス）,Ayane (Christmas),"[""アヤネ""]"
108701,ヒヨリ（ニューイヤー）,Hiyori (New Year),"[""ヒヨリ""]"
108801,ユイ（ニューイヤー）,Yui (New Year),"[""ユイ""]"
108901,レイ（ニューイヤー）,Rei (New Year),"[""レイ""]"
109001,エリコ（バレンタイン）,Eriko (Valentine),"[""エリコ""]"
109101,シズル（バレンタイン）,Shizuru (Valentine),"[""シズル""]"
109201,アン,Anne,[]
109301,ルゥ,Lou,[]
109401,グレア,Grea,[]
109501,クウカ（オーエド）,Kuuka (Ooedo),"[""クウカ""]"
109601,ニノン（オーエド）,Ninon (Ooedo),"[""ニノン""]"
109701,レム,Rem,[]
109801,ラム,Ram,[]
109901,エミリア,Emilia,[]
110001,スズナ（サマー）,Suzuna (Summer),"[""スズナ""]"
110101,イオ（サマー）,Io (Summer),"[""イオ""]"
110201,ミサキ（サマー）,Misaki (Summer),"[""ミサキ""]"
110301,サレン（サマー）,Saren (Summer),"[""サレン""]"
110401,マコト（サマー）,Makoto (Summer),"[""マコト""]"
110501,カオリ（サマー）,Kaori (Summer),"[""カオリ""]"
110601,マホ（サマー）,Maho (Summer),"[""マホ""]"
110701,アオイ（編入生）,Aoi (Student),"[""アオイ""]"
110801,クロエ,Chloe,[]
110901,チエル,Chieru,[]
111001,ユニ,Yuni,[]
111101,キョウカ（ハロウィン）,Kyouka (Halloween),"[""キョウカ""]"
111201,ミソギ（ハロウィン）,Misogi (Halloween),"[""ミソギ""]"
111301,ミミ（ハロウィン）,Mimi (Halloween),"[""ミミ""]"
111401,ルナ,Luna,[]
111501,クリスティーナ（クリスマス）,Christina (Christmas),"[""クリスティーナ""]"
111601,ノゾミ（クリスマス）,Nozomi (Christmas),"[""ノゾミ""]"
111701,イリヤ（クリスマス）,Illya (Christmas),"[""イリヤ""]"
111801,ペコリーヌ（ニューイヤー）,Pecorine (New Year),"[""ペコリーヌ""]"
111901,コッコロ（ニューイヤー）,Kokkoro (New Year),"[""コッコロ""]"
112001,キャル（ニューイヤー）,Kyaru (New Year),"[""キャル""]"
112101,スズメ（ニューイヤー）,Suzume (New Year),"[""スズメ""]"
112201,カスミ（マジカル）,Kasumi (Magical Girl),"[""カスミ""]"
112301,シオリ（マジカル）,Shiori (Magical Girl),"[""シオリ""]"
112401,ウヅキ（デレマス）,Uzuki (IM@S CG),"[""ウヅキ""]"
112501,リン（デレマス）,Rin (IM@S CG),"[""リン""]"
112601,ミオ（デレマス）,Mio (IM@S CG),"[""ミオ""]"
112701,リン（レンジャー）,Rin (Ranger),"[""リン""]"
112801,マヒル（レンジャー）,Mahiru (Ranger),"[""マヒル""]"
112901,リノ（ワンダー）,Rino (Wonderland),"[""リノ""]"
113001,アユミ（ワンダー）,Ayumi (Wonderland),"[""アユミ""]"
113101,ルカ（サマー）,Ruka (Summer),"[""ルカ""]"
113201,アンナ（サマー）,Anna (Summer),"[""アンナ""]"
113301,ナナカ（サマー）,Nanaka (Summer),"[""ナナカ""]"
113401,ハツネ（サマー）,Hatsune (Summer),"[""ハツネ""]"
113501,ミサト（サマー）,Misato (Summer),"[""ミサト""]"
113601,ジュン（サマー）,Jun (Summer),"[""ジュン""]"
113701,アカリ（エンジェル）,Akari (Angel),"[""アカリ""]"
113801,ヨリ（エンジェル）,Yori (Angel),"[""ヨリ""]"
113901,ツムギ（ハロウィン）,Tsumugi (Halloween),"[""ツムギ""]"
114001,レイ（ハロウィン）,Rei (Halloween),"[""レイ""]"
114101,マツリ（ハロウィン）,Matsuri (Halloween),"[""マツリ""]"
114201,モニカ（マジカル）,Monika (Magical Girl),"[""モニカ""]"
114301,トモ（マジカル）,Tomo (Magical Girl),"[""トモ""]"
114401,アキノ（クリスマス）,Akino (Christmas),"[""アキノ""]"
114501,サレン（クリスマス）,Saren (Christmas),"[""サレン""]"
114601,ユカリ（クリスマス）,Yukari (Christmas),"[""ユカリ""]"
114701,ムイミ（ニューイヤー）,Muimi (New Year),"[""ムイミ""]"
115001,ネネカ（ニューイヤー）,Neneka (New Year),"[""ネネカ""]"
115501,コッコロ（儀装束）,Kokkoro (Ceremonial),"[""コッコロ""]"
115601,ユイ（儀装束）,Yui (Ceremonial),"[""ユイ""]"
115701,カスミ（サマー）,Kasumi (Summer),"[""カスミ""]"
115801,リマ（シンデレラ）,Lima (Cinderella),"[""リマ""]"
115901,マコト（シンデレラ）,Makoto (Cinderella),"[""マコト""]"
116001,マホ（シンデレラ）,Maho (Cinderella),"[""マホ""]"
116201,クロエ（聖学祭）,Chloe (School Festival),"[""クロエ""]"
116301,チエル（聖学祭）,Chieru (School Festival),"[""チエル""]"
116401,ユニ（聖学祭）,Yuni (School Festival),"[""ユニ""]"
116501,イノリ（タイムトラベル）,Inori (Time Traveller),"[""イノリ""]"
116601,カヤ（タイムトラベル）,Kaya (Time Traveller),"[""カヤ""]"
116701,アオイ（作業服）,Aoi (Work),"[""アオイ""]"
116801,タマキ（作業服）,Tamaki (Work),"[""タマキ""]"
116901,ミフユ（作業服）,Mifuyu (Work),"[""ミフユ""]"
117001,エリコ（サマー）,Eriko (Summer),"[""エリコ""]"
117101,シズル（サマー）,Shizuru (Summer),"[""シズル""]"
117201,ノゾミ（サマー）,Nozomi (Summer),"[""ノゾミ""]"
117301,チカ（サマー）,Chika (Summer),"[""チカ""]"
117401,ツムギ（サマー）,Tsumugi (Summer),"[""ツムギ""]"
117501,ミツキ（オーエド）,Mitsuki (Ooedo),"[""ミツキ""]"
117601,ユキ（オーエド）,Yuki (Ooedo),"[""ユキ""]"
117701,カオリ（ハロウィン）,Kaori (Halloween),"[""カオリ""]"
117801,ニノン（ハロウィン）,Ninon (Halloween),"[""ニノン""]"
117901,スズナ（ハロウィン）,Suzuna (Halloween),"[""スズナ""]"
118001,クレジッタ,Creditta,[]
118101,ランファ,Ranpha,[]
118201,ミソラ,Misora,[]
118301,ハツネ（ハツネ&シオリ）,ハツネ（ハツネ&シオリ）,"[""ハツネ""]"
118401,シオリ（ハツネ&シオリ）,シオリ（ハツネ&シオリ）,"[""シオリ""]"
118501,カリン,Karin,[]
118601,ネビア,Nebbia,[]
119001,イオ（ノワール）,Io (Noir),"[""イオ""]"
119101,クウカ（ノワール）,Kuuka (Noir),"[""クウカ""]"
119201,マヒル（クリスマス）,Mahiru (Christmas),"[""マヒル""]"
119301,リノ（クリスマス）,Rino (Christmas),"[""リノ""]"
119401,ペコリーヌ,Pecorine,[]
119501,コッコロ,Kokkoro,[]
119601,キャル,Kyaru,[]
119701,シェフィ,Sheffy,[]
119901,ミヤコ（クリスマス）,Miyako (Christmas),"[""ミヤコ""]"
120001,シズル（ノワール）,Shizuru (Noir),"[""シズル""]"
120101,イオ（ノワール）,Io (Noir),"[""イオ""]"
120201,クウカ（ノワール）,Kuuka (Noir),"[""クウカ""]"
120301,シズル（ノワール）,Shizuru (Noir),"[""シズル""]"
120401,ミミ（リトルリリカル）,ミミ（リトルリリカル）,"[""ミミ""]"
120501,ミソギ（リトルリリカル）,ミソギ（リトルリリカル）,"[""ミソギ""]"
120601,キョウカ（リトルリリカル）,キョウカ（リトルリリカル）,"[""キョウカ""]"
120701,シェフィ（ニューイヤー）,Sheffy (New Year),"[""シェフィ""]"
120801,ルカ（ニューイヤー）,Ruka (New Year),"[""ルカ""]"
120901,イリヤ（ニューイヤー）,Illya (New Year),"[""イリヤ""]"
121001,ペコリーヌ（オーバーロード）,Pecorine (Overload),"[""ペコリーヌ""]"
121101,キャル（オーバーロード）,Kyaru (Overload),"[""キャル""]"
121201,ラビリスタ（オーバーロード）,Labyrista (Overload),"[""ラビリスタ""]"
121301,クルミ（ステージ）,Kurumi (Stage),"[""クルミ""]"
121401,ミサキ（ステージ）,Misaki (Stage),"[""ミサキ""]"
121501,アユミ（怪盗）,Ayumi (Phantom Thief),"[""アユミ""]"
121601,イノリ（怪盗）,Inori (Phantom Thief),"[""イノリ""]"
121701,アキノ（アキノ＆サレン）,アキノ（アキノ＆サレン）,"[""アキノ""]"
121801,サレン（アキノ＆サレン）,サレン（アキノ＆サレン）,"[""サレン""]"
121901,アンナ（パイレーツ）,Anna (Pirate),"[""アンナ""]"
122001,シノブ（パイレーツ）,Shinobu (Pirate),"[""シノブ""]"
122101,アオイ（キャンプ）,Aoi (Camp),"[""アオイ""]"
122201,ユカリ（キャンプ）,Yukari (Camp),"[""ユカリ""]"
122301,ヴァンピィ,Vampy,[]
122401,ヒヨリ（サマー）,Hiyori (Summer),"[""ヒヨリ""]"
122501,レイ（サマー）,Rei (Summer),"[""レイ""]"
122601,ユイ（サマー）,Yui (Summer),"[""ユイ""]"
122701,キョウカ（サマー）,Kyouka (Summer),"[""キョウカ""]"
122801,ミソギ（サマー）,Misogi (Summer),"[""ミソギ""]"
122901,ミミ（サマー）,Mimi (Summer),"[""ミミ""]"
123001,アメス,Ameth,[]
123101,マホ（エクスプローラー）,Maho (Explorer),"[""マホ""]"
123201,アヤネ（エクスプローラー）,Ayane (Explorer),"[""アヤネ""]"
123301,ネア,Nea,[]
123401,ジュン（キャンプ）,Jun (Camp),"[""ジュン""]"
123501,リン（ハロウィン）,Rin (Halloween),"[""リン""]"
123601,トモ（ハロウィン）,Tomo (Halloween),"[""トモ""]"
123701,ナナカ（ハロウィン）,Nanaka (Halloween),"[""ナナカ""]"
123801,クリスティーナ（ワイルド）,Christina (Wild),"[""クリスティーナ""]"
123901,マツリ（ワイルド）,Matsuri (Wild),"[""マツリ""]"
124001,アカリ（クリスマス）,Akari (Christmas),"[""アカリ""]"
124101,ヨリ（クリスマス）,Yori (Christmas),"[""ヨリ""]"
124201,ジュン（クリスマス）,Jun (Christmas),"[""ジュン""]"
124301,アン（アン＆グレア）,アン（アン＆グレア）,"[""アン""]"
124401,グレア（アン＆グレア）,グレア（アン＆グレア）,"[""グレア""]"
124501,ホマレ（ニューイヤー）,Homare (New Year),"[""ホマレ""]"
124601,ミサト（ニューイヤー）,Misato (New Year),"[""ミサト""]"
124701,ミツキ（ニューイヤー）,Mitsuki (New Year),"[""ミツキ""]"
124801,ノゾミ（リベレイター）,Nozomi (Liberator),"[""ノゾミ""]"
124901,カヤ（リベレイター）,Kaya (Liberator),"[""カヤ""]"
125001,ムイミ（リベレイター）,Muimi (Liberator),"[""ムイミ""]"
125101,タマキ（カフェ）,Tamaki (Cafe),"[""タマキ""]"
125201,モニカ（カフェ）,Monika (Cafe),"[""モニカ""]"
125301,コッコロ（レンジャー）,Kokkoro (Ranger),"[""コッコロ""]"
125401,シオリ（レンジャー）,Shiori (Ranger),"[""シオリ""]"
125501,ジータ（ウォーロック）,Djeeta (Warlock),"[""ジータ""]"
125601,ビカラ,Vikala,[]
125701,カリン（アルケミスト）,Karin (Alchemist),"[""カリン""]"
125801,リリ（フォールン）,Riri (Fallen),"[""リリ""]"
125901,カヤ（リベレイター）,Kaya (Liberator),"[""カヤ""]"
126001,クリア（フォールン）,Qulia (Fallen),"[""クリア""]"
126101,プレシア（フォールン）,Precia (Fallen),"[""プレシア""]"
126201,イリヤ（儀装束）,Illya (Ceremonial),"[""イリヤ""]"
126301,ユキ（儀装束）,Yuki (Ceremonial),"[""ユキ""]"
126401,クローチェ,Croce,[]
126501,ライラエル,Lyrael,[]
126601,ネネカ（サマー）,Neneka (Summer),"[""ネネカ""]"
126701,アキノ（サマー）,Akino (Summer),"[""アキノ""]"
126801,ユカリ（サマー）,Yukari (Summer),"[""ユカリ""]"
126901,ランファ（サマー）,Ranpha (Summer),"[""ランファ""]"
127001,クウカ（サマー）,Kuuka (Summer),"[""クウカ""]"
127101,シノブ（サマー）,Shinobu (Summer),"[""シノブ""]"
127201,キャル（編入生）,Kyaru (Student),"[""キャル""]"
127301,スズナ（編入生）,Suzuna (Student),"[""スズナ""]"
127401,ビカラ（コラボ）,ビカラ（コラボ）,"[""ビカラ""]"
127501,サレン（サラサリア）,Saren (Salasaria),"[""サレン""]"
127601,ルカ（サラサリア）,Ruka (Salasaria),"[""ルカ""]"
127701,リンド,Lind,[]
127801,ヴルム,Wurm,[]
127901,ペコリーヌ（クリスマス）,Pecorine (Christmas),"[""ペコリーヌ""]"
128001,クレジッタ（クリスマス）,Creditta (Christmas),"[""クレジッタ""]"
128101,シズル（シズル&リノ）,シズル（シズル&リノ）,"[""シズル""]"
128201,リノ（シズル&リノ）,リノ（シズル&リノ）,"[""リノ""]"
128301,イノリ（ニューイヤー）,Inori (New Year),"[""イノリ""]"
128401,ハツネ（ニューイヤー）,Hatsune (New Year),"[""ハツネ""]"
128501,カスミ（ニューイヤー）,Kasumi (New Year),"[""カスミ""]"
128601,リリ（フォールン）,Riri (Fallen),"[""リリ""]"
128701,ヒヨリ（アストラル）,Hiyori (Astral),"[""ヒヨリ""]"
128801,レイ（アストラル）,Rei (Astral),"[""レイ""]"
128901,ユイ（アストラル）,Yui (Astral),"[""ユイ""]"
129001,エリス,Eris,[]
129301,ユニ（ウィンター）,Yuni (Winter),"[""ユニ""]"
129401,クロエ（ウィンター）,Chloe (Winter),"[""クロエ""]"
129501,チエル（ウィンター）,Chieru (Winter),"[""チエル""]"
129601,アネモネ,Anemone,[]
129701,ネフィ＝ネラ,Nephi Nela,[]
129801,マコト（コマンダー）,Makoto (Commander),"[""マコト""]"
129901,エリコ（コマンダー）,Eriko (Commander),"[""エリコ""]"
130001,ヤマト,Yamato,[]
130101,ワカナ,Wakana,[]
130201,フブキ,Fubuki,[]
130601,レイ（アストラル）,Rei (Astral),"[""レイ""]"
130701,キョウカ（スプリング）,Kyouka (Spring),"[""キョウカ""]"
130801,スズメ（スプリング）,Suzume (Spring),"[""スズメ""]"
130901,クルル,Kururu,[]
131001,マホ（ドリームパーク）,Maho (Dream Park),"[""マホ""]"
131101,ネア（サマー）,Nea (Summer),"[""ネア""]"
131201,ミソラ（サマー）,Misora (Summer),"[""ミソラ""]"
131301,リリ,Riri,[]
131401,クリア,Qulia,[]
131501,プレシア,Precia,[]
131601,リリ（サマー）,Riri (Summer),"[""リリ""]"
